Game Title,Platform,Year,Genre,Publisher,Developer,Release Date,User Rating,Global Sales in Millions,North America Sales,Europe Sales,Japan Sales,Other Sales,Total Revenue,Physical vs Digital Sales %,Peak Concurrent Players,Subscription Revenue,Average Playtime Hours,Player Retention %,Year Over Year Growth %,Best Selling Genre By Year,Sales Growth
Minecraft,PS4,2025,Racing,Ubisoft,Naughty Dog,2/5/2019,3.16,3328.65,3.23,1.89,4.96,3.20,166432.53,44.07,137760,0.05,18.36,74.20,5.40,Sports,2639.61
Grand Theft Auto V,PC,2019,Adventure,Bethesda,Bungie,8/30/2021,4.61,678.99,6.00,4.91,3.54,6.38,33949.57,44.01,983431,5.79,58.20,62.49,6.27,Puzzle,-79.60
Animal Crossing: New Horizons,PC,2017,Sports,Activision,EA Sports,9/24/2021,9.44,488.29,17.07,1.90,2.63,4.41,24414.71,42.56,406467,5.26,60.39,69.66,7.79,Shooter,-28.09
FIFA 22,Switch,2010,Shooter,Nintendo,Ubisoft,12/14/2014,1.50,11.74,6.15,4.02,3.10,4.73,587.09,57.94,801969,1.17,44.84,60.66,9.99,Sports,-97.60
Animal Crossing: New Horizons,PC,2013,Puzzle,Microsoft,Treyarch,9/9/2014,6.63,134.69,17.76,5.50,2.16,8.12,6734.54,55.04,835120,0.11,71.20,71.98,12.43,Shooter,1047.10
Red Dead Redemption 2,Xbox One,2011,Adventure,Electronic Arts,Ubisoft,8/6/2014,1.34,23.25,17.66,5.18,2.08,7.25,1162.26,55.80,704462,5.66,10.96,85.13,5.31,Platform,-82.74
Grand Theft Auto V,SNES,2012,Sports,Activision,Ubisoft,6/21/2013,6.57,93.29,7.12,2.48,4.85,7.29,4664.69,48.62,419840,9.16,48.48,60.36,9.62,Shooter,301.35
The Witcher 3: Wild Hunt,GameCube,2021,Platform,Electronic Arts,Naughty Dog,1/30/2010,6.88,1876.33,19.22,0.39,1.35,5.97,93816.30,56.13,556972,6.64,80.23,77.90,11.85,Puzzle,1911.20
Grand Theft Auto V,Xbox 360,2010,RPG,Square Enix,Ubisoft,2/3/2025,2.79,26.06,9.49,1.48,2.24,8.40,1302.90,58.78,372005,9.52,17.23,60.86,9.36,RPG,-98.61
Minecraft,PS4,2019,Adventure,Square Enix,Nintendo,10/14/2013,6.09,408.82,10.69,9.65,1.15,3.47,20441.10,49.71,646750,7.43,42.87,70.07,9.94,Sports,1468.90
Call of Duty: Modern Warfare 2,Xbox 360,2021,Adventure,Square Enix,Treyarch,2/29/2024,9.61,1121.83,16.37,5.62,4.75,6.48,56091.47,54.86,177486,0.14,34.87,80.37,14.63,Puzzle,174.41
The Legend of Zelda: Breath of the Wild,PS4,2024,Puzzle,Electronic Arts,Valve,7/28/2014,7.15,668.62,4.99,4.33,3.85,0.55,33430.96,52.80,650058,9.45,18.87,84.51,7.77,Puzzle,-40.40
Red Dead Redemption 2,Xbox One,2022,Platform,Sony,Treyarch,6/13/2018,6.82,2657.65,9.06,7.40,3.82,1.66,132882.63,50.76,634782,5.93,92.87,76.21,5.31,Platform,297.48
Super Mario Odyssey,Xbox 360,2019,Strategy,Bethesda,Naughty Dog,6/19/2019,7.70,881.11,2.50,1.58,2.77,0.73,44055.35,43.25,435441,3.32,5.61,84.34,14.30,RPG,-66.85
Call of Duty: Modern Warfare 2,GameCube,2023,Racing,Microsoft,EA Sports,12/7/2014,4.06,2866.09,19.43,5.11,1.50,0.78,143304.42,53.03,308050,1.75,93.46,63.47,6.70,Adventure,225.28
FIFA 22,PS3,2018,Platform,Microsoft,Nintendo,11/29/2019,4.69,271.07,12.86,3.54,2.80,9.09,13553.66,41.99,918693,4.84,9.83,81.39,8.18,Adventure,-90.54
Fortnite,Xbox 360,2018,Platform,Square Enix,Nintendo,7/31/2016,1.13,61.79,0.78,2.82,0.90,9.10,3089.69,46.81,784590,1.46,58.24,75.45,10.83,Racing,-77.20
FIFA 22,SNES,2010,RPG,Electronic Arts,Nintendo,12/29/2020,4.00,22.98,4.65,7.59,3.59,3.86,1149.07,57.88,246634,8.11,74.35,89.94,10.06,Racing,-62.81
Animal Crossing: New Horizons,Xbox One,2021,RPG,Microsoft,Valve,3/28/2020,5.06,787.49,17.93,5.47,1.35,7.33,39374.65,40.71,752688,0.12,5.24,77.91,5.32,Sports,3326.66
FIFA 22,Xbox One,2019,Action,Sony,Treyarch,4/23/2013,5.40,732.63,18.05,2.37,1.65,3.34,36631.65,57.05,321566,8.43,44.10,74.93,13.85,Adventure,-6.97
Minecraft,Xbox 360,2016,RPG,Microsoft,Rockstar Games,4/18/2013,9.24,378.36,19.46,8.84,0.59,3.33,18918.11,52.68,302165,0.06,37.69,80.92,9.16,Platform,-48.36
Super Mario Odyssey,Wii,2021,Sports,Activision,Naughty Dog,10/1/2014,8.06,470.49,8.65,8.97,1.82,0.70,23524.50,56.76,161430,7.25,90.67,64.95,9.95,Strategy,24.35
Call of Duty: Modern Warfare 2,PS3,2010,Racing,Microsoft,Treyarch,3/19/2010,1.56,18.49,16.58,8.15,1.73,3.61,924.29,47.62,396631,4.39,44.31,73.58,5.38,Shooter,-96.07
Fortnite,GameCube,2025,Racing,Sony,Treyarch,10/24/2025,7.24,4990.22,6.67,3.13,3.27,5.22,249511.20,42.87,885348,7.42,32.33,60.73,9.82,Strategy,26894.76
The Witcher 3: Wild Hunt,PS3,2017,Sports,Microsoft,Valve,4/9/2020,8.42,283.86,8.80,3.63,2.28,7.38,14193.08,47.22,476249,1.66,18.70,60.42,10.45,RPG,-94.31
Call of Duty: Modern Warfare 2,Xbox 360,2010,Adventure,Square Enix,Ubisoft,3/13/2013,5.40,9.90,5.29,7.52,0.02,6.25,495.13,43.45,716660,4.16,67.59,79.71,7.77,Sports,-96.51
Super Mario Odyssey,GameCube,2014,Platform,Activision,Bungie,6/24/2025,5.60,21.68,13.79,0.98,1.29,8.76,1083.99,45.33,552755,0.50,84.07,64.84,9.76,Adventure,118.93
Super Mario Odyssey,Wii,2021,RPG,Microsoft,Naughty Dog,12/11/2014,7.23,1807.75,2.67,5.84,3.13,8.39,90387.68,50.10,487378,6.62,28.61,63.54,6.24,Adventure,8238.39
Red Dead Redemption 2,Xbox One,2015,Sports,Square Enix,Ubisoft,8/1/2010,3.04,59.48,1.55,2.24,0.02,8.12,2973.94,45.61,823681,5.76,27.86,73.09,14.72,Action,-96.71
Call of Duty: Modern Warfare 2,Switch,2022,Shooter,Electronic Arts,Treyarch,11/8/2021,2.05,411.98,19.57,4.81,1.30,8.77,20598.83,57.48,529841,0.91,83.52,82.14,5.13,Puzzle,592.64
Minecraft,GameCube,2019,Action,Ubisoft,Ubisoft,9/23/2023,7.67,182.54,6.18,5.22,1.23,5.58,9127.10,42.90,786625,6.23,60.22,82.27,13.79,Action,-55.69
Grand Theft Auto V,PS3,2014,Platform,Ubisoft,Treyarch,1/19/2020,4.73,148.01,14.26,3.16,0.81,4.19,7400.30,43.17,950521,3.10,77.92,78.93,10.83,Strategy,-18.92
Animal Crossing: New Horizons,PS3,2021,Puzzle,Square Enix,EA Sports,5/25/2014,7.25,659.90,0.11,0.87,4.39,5.36,32995.07,51.13,187472,3.39,31.63,82.91,5.91,Puzzle,345.86
The Witcher 3: Wild Hunt,NES,2017,Adventure,Microsoft,Bungie,5/30/2016,9.47,155.49,18.20,3.65,1.02,7.72,7774.31,43.53,531251,8.32,42.24,86.36,8.36,Racing,-76.44
The Legend of Zelda: Breath of the Wild,GameCube,2014,Sports,Electronic Arts,Treyarch,2/7/2017,9.58,187.49,7.71,9.74,1.40,9.62,9374.43,43.17,115583,2.51,87.55,83.40,7.07,Adventure,20.58
The Legend of Zelda: Breath of the Wild,GameCube,2025,Puzzle,Microsoft,Valve,1/10/2020,7.66,5474.61,9.34,7.86,2.42,7.77,273730.60,46.95,531209,1.20,24.37,86.56,6.24,Sports,2819.97
The Witcher 3: Wild Hunt,PC,2023,Puzzle,Nintendo,Naughty Dog,4/22/2024,3.55,284.81,0.85,1.16,4.40,6.27,14240.40,42.50,313354,0.80,13.21,61.68,13.13,RPG,-94.80
Call of Duty: Modern Warfare 2,SNES,2019,Strategy,Bethesda,Naughty Dog,1/30/2014,5.26,1020.87,3.41,5.61,4.43,8.63,51043.39,56.30,582025,9.41,58.89,73.30,8.01,RPG,258.44
Animal Crossing: New Horizons,PS3,2024,Platform,Sony,Valve,10/7/2017,6.06,1238.23,4.33,1.57,4.93,8.47,61911.74,52.14,313831,2.95,20.98,88.75,5.55,Puzzle,21.29
FIFA 22,PS3,2013,Adventure,Activision,Naughty Dog,2/22/2016,2.23,60.80,18.17,9.45,2.26,0.84,3039.88,57.00,533885,4.94,38.89,73.30,6.36,Puzzle,-95.09
Call of Duty: Modern Warfare 2,PS4,2010,Strategy,Square Enix,Rockstar Games,4/3/2021,1.48,36.20,5.06,8.32,4.89,6.00,1810.00,53.37,595321,3.77,65.82,81.93,10.25,Sports,-40.46
Call of Duty: Modern Warfare 2,SNES,2020,Shooter,Sony,Naughty Dog,7/27/2017,8.41,727.66,3.32,1.53,0.16,9.26,36383.22,50.51,900998,2.58,79.66,63.00,14.79,Action,1910.13
Fortnite,SNES,2017,Sports,Nintendo,Bungie,9/13/2022,3.01,207.40,6.80,4.10,1.22,1.40,10369.90,50.50,612872,0.23,31.55,85.27,7.23,Racing,-71.50
Animal Crossing: New Horizons,PS4,2021,Action,Ubisoft,Treyarch,3/1/2013,4.12,1090.64,1.20,9.81,3.32,6.56,54531.99,56.34,954185,3.50,6.50,89.15,9.49,Racing,425.87
Red Dead Redemption 2,Xbox 360,2018,Shooter,Electronic Arts,Rockstar Games,12/10/2022,8.45,722.73,10.83,9.70,0.40,4.48,36136.40,46.90,514961,4.76,10.40,74.16,10.35,RPG,-33.73
FIFA 22,Xbox One,2018,Platform,Square Enix,Rockstar Games,3/5/2024,2.59,123.27,17.63,9.34,1.88,2.79,6163.32,57.32,173105,4.93,91.14,68.25,14.92,Platform,-82.94
The Witcher 3: Wild Hunt,Xbox One,2024,Strategy,Nintendo,Nintendo,12/2/2025,2.08,574.70,2.77,4.45,0.89,3.19,28735.07,53.78,491509,2.47,20.96,74.08,13.76,Shooter,366.23
The Witcher 3: Wild Hunt,Xbox One,2021,Action,Ubisoft,Bungie,3/4/2023,4.76,2140.10,16.86,7.16,0.57,0.77,107004.75,51.29,541345,7.28,82.96,68.80,12.56,Action,272.38
Fortnite,Xbox 360,2023,RPG,Microsoft,Nintendo,10/5/2013,7.05,2589.68,12.27,6.60,0.12,3.03,129484.09,45.30,412976,0.05,67.46,81.76,6.88,Adventure,21.01
Minecraft,NES,2023,Action,Nintendo,Valve,4/5/2011,7.62,1971.62,19.92,1.45,4.95,6.92,98581.00,52.40,649997,4.62,21.42,71.92,9.02,Racing,-23.87
Super Mario Odyssey,SNES,2015,Shooter,Sony,Bungie,1/7/2023,4.76,47.67,14.90,6.06,3.05,3.07,2383.66,52.19,737103,7.32,78.65,87.32,12.45,Sports,-97.58
Red Dead Redemption 2,NES,2013,Adventure,Microsoft,Rockstar Games,1/6/2020,8.03,71.49,8.44,5.51,2.46,2.75,3574.45,53.48,853000,7.49,16.23,66.65,14.82,Puzzle,49.96
The Legend of Zelda: Breath of the Wild,GameCube,2018,Shooter,Activision,Naughty Dog,2/19/2023,3.83,242.76,4.70,5.96,1.99,9.68,12137.95,47.06,589209,1.05,77.06,62.72,13.92,Sports,239.58
Super Mario Odyssey,NES,2018,Platform,Microsoft,Treyarch,8/17/2014,8.39,163.93,5.62,3.52,0.87,0.34,8196.56,43.02,390132,7.66,48.54,81.56,14.51,Action,-32.47
Animal Crossing: New Horizons,Switch,2018,Puzzle,Activision,Valve,11/17/2018,3.49,623.32,19.87,7.80,4.51,2.63,31165.87,58.97,936362,3.47,82.27,81.83,5.32,Action,280.23
The Witcher 3: Wild Hunt,NES,2012,Shooter,Microsoft,Treyarch,7/2/2023,4.11,68.68,18.28,6.28,2.03,9.23,3433.86,41.29,687157,2.23,87.66,73.67,9.28,Strategy,-88.98
The Witcher 3: Wild Hunt,PS3,2021,Action,Square Enix,Rockstar Games,3/22/2012,7.62,1123.44,1.82,9.40,2.70,2.97,56171.79,51.67,714619,8.01,50.96,88.51,11.32,Puzzle,1535.82
FIFA 22,Xbox One,2023,Sports,Activision,Rockstar Games,8/20/2016,5.54,536.20,12.44,1.45,0.19,6.36,26810.10,53.40,435895,8.43,85.28,82.47,7.84,Platform,-52.27
Super Mario Odyssey,Xbox 360,2019,Strategy,Square Enix,Treyarch,12/2/2014,2.11,101.11,17.89,3.18,4.06,0.46,5055.73,51.47,542317,2.77,59.26,77.11,5.67,RPG,-81.14
Minecraft,Xbox 360,2024,Strategy,Electronic Arts,Valve,8/22/2012,7.85,5782.59,11.25,4.38,0.68,1.03,289129.63,46.98,663863,8.87,6.05,89.76,14.58,Strategy,5618.85
Call of Duty: Modern Warfare 2,Switch,2011,Action,Activision,Treyarch,3/27/2020,1.95,21.76,5.82,5.69,2.75,2.08,1088.05,47.35,914353,0.05,62.92,74.06,5.04,Sports,-99.62
Fortnite,PS4,2015,Platform,Activision,Treyarch,10/15/2019,5.42,106.82,7.89,6.91,2.80,2.80,5340.84,48.63,697203,9.89,97.43,76.27,5.13,Racing,390.86
Animal Crossing: New Horizons,PC,2016,Adventure,Nintendo,Ubisoft,11/13/2025,5.60,138.99,11.86,4.53,0.92,5.08,6949.33,46.11,382749,5.35,59.88,61.70,5.25,Platform,30.12
Call of Duty: Modern Warfare 2,Switch,2015,Puzzle,Ubisoft,Rockstar Games,11/26/2020,9.99,210.40,0.08,0.04,3.24,3.87,10520.01,42.19,556113,2.92,75.34,77.94,10.99,RPG,51.38
Super Mario Odyssey,GameCube,2010,Sports,Electronic Arts,Nintendo,12/1/2013,8.59,18.86,10.29,2.13,0.77,6.78,943.11,58.25,683199,1.40,95.05,66.53,8.58,Adventure,-91.04
Grand Theft Auto V,SNES,2025,Sports,Bethesda,Valve,11/27/2019,5.50,1803.75,18.05,9.01,2.88,5.90,90187.49,47.05,350850,4.83,78.00,88.66,14.46,Strategy,9462.75
Grand Theft Auto V,Xbox One,2011,Platform,Bethesda,Naughty Dog,6/16/2025,1.11,63.44,14.68,9.92,1.37,7.05,3171.90,41.54,928317,8.86,94.60,69.85,8.67,Strategy,-96.48
The Legend of Zelda: Breath of the Wild,Xbox One,2020,Racing,Nintendo,Nintendo,11/10/2021,5.98,1160.88,2.43,5.08,4.49,8.63,58043.86,45.81,844211,3.29,86.46,89.70,13.38,Sports,1729.94
Red Dead Redemption 2,NES,2010,RPG,Ubisoft,Ubisoft,4/12/2020,1.43,31.79,13.02,6.34,1.52,9.26,1589.31,44.89,151389,6.40,74.11,78.00,8.65,Shooter,-97.26
Animal Crossing: New Horizons,GameCube,2024,Strategy,Microsoft,Rockstar Games,6/15/2014,6.77,5597.81,18.98,3.31,2.41,3.85,279890.39,51.02,559203,0.84,70.50,82.25,11.33,Action,17510.79
Call of Duty: Modern Warfare 2,PS3,2015,Shooter,Electronic Arts,Ubisoft,4/11/2019,5.48,129.41,2.63,0.11,4.65,3.51,6470.74,54.78,810773,2.75,99.01,88.39,14.70,Shooter,-97.69
Call of Duty: Modern Warfare 2,PS3,2015,Platform,Nintendo,Treyarch,8/28/2014,1.06,265.19,17.55,9.37,3.05,5.83,13259.36,51.93,244995,6.06,21.69,73.80,14.62,Strategy,104.91
Red Dead Redemption 2,GameCube,2011,Shooter,Activision,Bungie,1/28/2023,9.09,65.22,0.25,6.05,0.71,0.35,3261.14,57.10,487723,3.00,21.22,73.87,8.77,Platform,-75.41
Call of Duty: Modern Warfare 2,Switch,2010,Action,Sony,Bungie,10/12/2022,8.72,18.50,2.51,9.33,1.01,4.03,924.76,40.39,378866,4.92,80.51,62.23,8.52,Sports,-71.64
Animal Crossing: New Horizons,Switch,2016,Puzzle,Bethesda,EA Sports,5/22/2014,4.29,238.73,9.74,1.72,0.23,0.78,11936.56,53.47,138170,2.60,88.55,85.46,11.50,Sports,1190.77
Super Mario Odyssey,SNES,2025,Shooter,Microsoft,Valve,1/11/2022,3.89,4236.02,4.68,3.87,3.49,0.88,211801.06,40.02,428067,0.99,93.81,88.57,5.82,Strategy,1674.39
FIFA 22,PS3,2010,Strategy,Bethesda,Treyarch,8/3/2021,8.53,8.06,18.87,6.75,2.56,8.08,403.07,56.92,734816,6.36,63.58,63.54,9.23,Sports,-99.81
Grand Theft Auto V,Switch,2025,Action,Microsoft,Treyarch,7/29/2013,1.86,7763.45,14.16,3.32,0.78,4.25,388172.58,55.60,634293,1.80,86.80,82.30,6.85,Shooter,96204.72
Animal Crossing: New Horizons,Xbox 360,2017,Action,Microsoft,Rockstar Games,12/21/2017,1.79,417.95,12.06,7.23,0.21,3.68,20897.60,40.90,498102,5.38,97.72,65.52,5.15,Platform,-94.62
Call of Duty: Modern Warfare 2,Xbox 360,2019,Sports,Bethesda,Naughty Dog,3/10/2015,4.36,445.05,16.41,6.73,1.03,4.62,22252.39,58.43,715694,6.17,49.05,89.41,12.87,RPG,6.48
The Legend of Zelda: Breath of the Wild,PS3,2017,Adventure,Ubisoft,Nintendo,9/14/2023,8.85,378.48,6.49,2.57,2.62,4.01,18924.08,49.33,881919,0.99,80.45,69.05,8.04,RPG,-14.96
The Witcher 3: Wild Hunt,SNES,2023,Platform,Nintendo,Ubisoft,4/29/2013,3.15,3009.53,6.36,5.05,2.22,7.99,150476.41,44.81,277756,2.95,79.24,79.61,13.57,Shooter,695.16
Red Dead Redemption 2,Switch,2015,Sports,Square Enix,Ubisoft,10/18/2019,8.71,242.56,0.03,8.64,2.76,0.91,12127.86,55.73,744273,0.99,84.52,78.31,11.86,Adventure,-91.94
Fortnite,Xbox One,2022,Action,Bethesda,Ubisoft,6/15/2019,4.36,2965.70,14.96,9.84,4.31,7.12,148284.86,56.74,272187,8.94,97.90,78.52,14.46,RPG,1122.68
The Witcher 3: Wild Hunt,Xbox 360,2014,Puzzle,Activision,Rockstar Games,3/30/2014,2.98,9.73,8.76,5.28,4.47,8.31,486.32,49.39,190678,9.34,31.60,76.49,13.01,Shooter,-99.67
Super Mario Odyssey,Xbox One,2020,Racing,Activision,Treyarch,2/23/2012,6.00,743.95,10.52,3.95,1.83,6.55,37197.39,40.25,684423,7.07,82.09,60.81,12.53,Racing,7548.69
The Witcher 3: Wild Hunt,PC,2024,Shooter,Bethesda,Bungie,11/19/2018,2.13,1520.42,3.63,7.66,2.76,0.97,76021.25,45.94,853774,1.40,47.33,69.17,5.06,Strategy,104.37
The Legend of Zelda: Breath of the Wild,Wii,2024,RPG,Square Enix,Nintendo,6/14/2015,1.30,2216.96,13.24,1.49,0.10,5.19,110847.98,47.43,488658,7.67,7.91,84.17,11.31,RPG,45.81
Fortnite,GameCube,2012,Adventure,Bethesda,Nintendo,6/29/2022,7.79,7.97,9.00,0.40,1.27,3.21,398.38,41.14,971308,3.32,68.31,73.28,8.76,Strategy,-99.64
Fortnite,PS4,2016,Platform,Nintendo,Naughty Dog,9/24/2018,1.17,115.56,17.82,7.79,1.56,7.28,5778.09,59.01,374329,1.35,39.75,79.82,8.74,Sports,1350.39
Grand Theft Auto V,NES,2014,Racing,Ubisoft,Valve,8/4/2021,4.07,162.99,1.42,3.28,2.20,4.02,8149.40,48.85,539737,0.24,82.99,84.78,5.87,Platform,41.04
The Legend of Zelda: Breath of the Wild,Wii,2019,Sports,Bethesda,Valve,3/13/2016,9.78,1065.09,3.12,9.69,1.02,7.89,53254.72,53.47,926584,9.95,9.66,84.18,10.40,Platform,553.48
Minecraft,Switch,2024,RPG,Sony,Bungie,8/30/2023,3.20,477.76,18.54,3.46,4.91,4.42,23888.03,56.69,488774,5.96,92.62,69.65,5.50,Strategy,-55.14
The Witcher 3: Wild Hunt,NES,2023,Strategy,Nintendo,Bungie,10/16/2022,8.19,122.77,9.25,2.72,3.14,5.80,6138.36,47.34,836699,0.28,71.96,70.83,11.56,Racing,-74.30
The Witcher 3: Wild Hunt,Wii,2011,Racing,Bethesda,Valve,10/3/2014,6.66,33.20,14.02,9.67,2.73,1.72,1660.02,49.89,560341,5.69,25.63,88.39,6.25,Strategy,-72.96
Fortnite,PS3,2011,Action,Electronic Arts,EA Sports,2/27/2014,8.52,68.75,0.25,5.41,2.97,3.79,3437.51,52.37,240101,8.13,43.52,63.57,8.55,Sports,107.08
Red Dead Redemption 2,PC,2021,Puzzle,Ubisoft,Naughty Dog,10/11/2022,6.42,1534.67,6.62,1.64,0.03,7.72,76733.45,45.89,775324,6.20,87.01,66.13,8.04,Shooter,2132.24
Call of Duty: Modern Warfare 2,Xbox 360,2011,Adventure,Activision,Ubisoft,11/24/2016,1.38,5.84,0.85,2.13,2.16,9.38,291.77,41.20,949214,5.81,89.50,88.23,6.46,Strategy,-99.62
Call of Duty: Modern Warfare 2,SNES,2014,Shooter,Nintendo,EA Sports,7/18/2024,1.85,5.94,5.78,2.55,1.24,9.32,296.89,51.51,630201,6.04,32.89,67.47,14.98,Puzzle,1.75
Super Mario Odyssey,GameCube,2020,Puzzle,Nintendo,Naughty Dog,4/28/2023,4.57,508.69,19.62,7.18,3.34,8.55,25434.31,59.91,538516,8.17,6.54,79.60,11.55,Platform,8466.93
Grand Theft Auto V,GameCube,2018,Sports,Bethesda,Rockstar Games,6/28/2014,2.46,593.15,19.97,1.76,2.45,7.83,29657.62,45.04,753664,0.65,28.93,89.17,6.05,Puzzle,16.60
The Legend of Zelda: Breath of the Wild,GameCube,2011,Strategy,Bethesda,Nintendo,9/16/2024,2.32,70.22,13.62,5.54,1.32,9.52,3510.78,47.12,717528,0.50,90.70,84.30,9.09,Platform,-88.16
Grand Theft Auto V,PS3,2011,RPG,Microsoft,Ubisoft,1/16/2012,2.03,65.67,14.29,2.85,2.74,8.71,3283.40,42.79,785761,4.55,21.49,73.07,8.64,Shooter,-6.48
Minecraft,Xbox One,2021,Racing,Sony,Treyarch,4/3/2010,7.85,1395.53,18.06,9.18,1.90,4.00,69776.32,53.09,407159,4.72,53.31,71.00,12.46,Platform,2025.12
Super Mario Odyssey,Xbox One,2012,Puzzle,Square Enix,Rockstar Games,6/9/2012,6.95,35.66,11.71,2.52,4.16,5.36,1783.14,51.66,748264,2.42,43.63,81.95,6.09,Puzzle,-97.44
Red Dead Redemption 2,Xbox 360,2025,Platform,Nintendo,Valve,3/20/2013,6.09,4224.38,9.73,7.97,2.06,5.01,211219.19,55.61,211288,8.00,72.19,69.97,11.15,Puzzle,11745.35
Animal Crossing: New Horizons,PS4,2020,Puzzle,Sony,Ubisoft,4/15/2021,9.00,831.17,5.27,3.29,3.26,7.99,41558.55,48.29,138864,1.09,95.26,68.92,10.38,RPG,-80.32
Minecraft,Xbox One,2015,Shooter,Nintendo,Valve,10/7/2011,8.03,113.44,11.25,4.51,4.63,3.89,5672.11,52.54,874144,5.80,95.26,71.44,10.85,Action,-86.35
Animal Crossing: New Horizons,Xbox One,2014,Adventure,Bethesda,Naughty Dog,1/8/2012,3.74,141.50,8.18,1.83,4.89,6.08,7075.20,59.28,424261,4.51,9.74,69.36,11.49,Strategy,24.74
The Witcher 3: Wild Hunt,PS3,2010,Platform,Square Enix,Valve,6/19/2025,6.08,6.59,6.62,3.40,3.78,9.68,329.70,45.30,375466,1.55,67.17,82.62,10.90,Strategy,-95.34
Red Dead Redemption 2,SNES,2024,Action,Electronic Arts,Ubisoft,7/24/2010,1.77,898.90,9.91,1.81,3.23,2.93,44945.17,59.64,952140,9.92,72.28,64.39,11.93,Strategy,13532.19
Grand Theft Auto V,Switch,2021,Adventure,Microsoft,Nintendo,4/23/2022,5.95,62.27,14.28,6.45,2.84,4.50,3113.66,59.77,372891,9.43,37.56,76.95,9.76,Strategy,-93.07
The Legend of Zelda: Breath of the Wild,Wii,2016,Strategy,Bethesda,Rockstar Games,7/5/2023,6.04,9.07,19.20,8.90,2.35,1.17,453.37,55.67,472318,6.42,31.11,76.62,11.20,Strategy,-85.44
Fortnite,Xbox One,2022,Puzzle,Nintendo,Ubisoft,12/11/2014,4.08,1551.02,15.22,9.09,4.59,0.51,77551.12,52.88,149268,3.09,91.08,68.83,9.67,RPG,17005.48
FIFA 22,Wii,2016,Shooter,Sony,Treyarch,6/12/2017,4.32,326.01,8.95,0.98,1.86,7.36,16300.33,48.46,546040,2.77,69.06,75.91,10.60,Adventure,-78.98
Minecraft,NES,2022,Action,Sony,EA Sports,11/3/2024,9.66,2025.18,8.92,6.21,3.42,1.29,101259.18,52.96,359731,1.91,17.32,74.95,11.95,Puzzle,521.21
FIFA 22,Switch,2020,Strategy,Bethesda,Ubisoft,4/29/2023,1.75,865.74,16.14,3.29,4.19,7.41,43286.93,46.19,163200,8.25,76.74,83.48,12.79,Racing,-57.25
Super Mario Odyssey,GameCube,2016,RPG,Activision,Rockstar Games,9/26/2015,7.51,107.20,10.61,0.76,4.92,8.15,5359.81,50.93,128593,2.15,61.65,74.38,11.14,Sports,-87.62
Call of Duty: Modern Warfare 2,Wii,2025,Platform,Bethesda,Valve,8/31/2011,5.23,6380.25,1.47,3.54,2.19,9.22,319012.68,46.30,929736,3.84,61.14,84.98,13.19,Racing,5851.94
Minecraft,GameCube,2024,Racing,Nintendo,Naughty Dog,5/8/2018,6.75,558.25,3.49,5.43,2.81,9.43,27912.64,49.66,253119,1.49,30.31,69.64,9.57,Action,-91.25
Minecraft,Xbox One,2020,RPG,Ubisoft,Rockstar Games,11/5/2013,3.77,1351.11,18.89,3.45,0.06,1.43,67555.69,53.29,446386,7.82,30.38,61.12,14.45,Action,142.03
The Witcher 3: Wild Hunt,Xbox One,2015,Shooter,Microsoft,Treyarch,12/6/2016,3.96,127.37,13.36,4.00,3.15,1.11,6368.52,54.71,105452,1.03,17.49,76.32,5.39,Platform,-90.57
FIFA 22,Xbox One,2010,RPG,Sony,Ubisoft,7/14/2024,3.24,34.76,6.92,3.43,0.75,1.01,1737.91,57.00,853427,1.01,23.33,72.53,10.89,Strategy,-72.71
Grand Theft Auto V,SNES,2020,Puzzle,Sony,EA Sports,12/10/2018,7.56,865.42,8.37,0.26,2.98,1.24,43270.98,57.04,539140,3.08,47.11,78.01,9.23,Shooter,2389.82
Red Dead Redemption 2,PS4,2025,Racing,Bethesda,Valve,8/26/2016,4.87,269.63,9.03,6.92,0.58,3.89,13481.50,47.23,787412,8.05,84.68,82.67,6.01,Sports,-68.84
Grand Theft Auto V,PC,2013,Shooter,Bethesda,Treyarch,12/28/2018,2.72,92.00,12.73,6.21,4.78,5.71,4599.94,46.53,787156,8.13,14.40,66.04,10.27,Strategy,-65.88
Call of Duty: Modern Warfare 2,GameCube,2017,Adventure,Electronic Arts,Ubisoft,1/10/2011,7.09,242.39,15.19,6.24,2.66,4.40,12119.35,58.74,122407,0.01,29.09,80.66,5.57,Puzzle,163.47
Fortnite,Xbox 360,2019,Shooter,Electronic Arts,Valve,10/3/2015,5.27,225.11,8.65,5.00,3.27,2.69,11255.69,46.40,500895,5.04,14.39,76.15,9.10,Action,-7.13
Call of Duty: Modern Warfare 2,PS3,2024,Racing,Ubisoft,Rockstar Games,7/31/2023,4.03,4081.78,17.31,4.72,3.84,4.66,204088.88,47.48,795218,0.03,67.52,68.07,12.56,Shooter,1713.21
The Legend of Zelda: Breath of the Wild,PS4,2015,RPG,Ubisoft,Naughty Dog,11/13/2014,4.21,33.51,1.14,6.68,1.74,9.76,1675.39,54.57,667213,1.24,59.31,73.17,5.77,Adventure,-99.18
Fortnite,Switch,2022,Adventure,Bethesda,Ubisoft,4/29/2023,7.77,2233.07,15.38,2.29,4.36,9.16,111653.35,53.20,699667,4.91,13.63,62.63,7.08,Strategy,6564.31
